No.,pert_id,sample_id,L1(AgingScore),L2(AgingScore),L6(AgingScore),L7(AgingScore),L1(matchGenes),L2(matchGenes),L6(matchGenes),L7(matchGenes)
329,LUNG001_1HAE_24H:BRD-K88551539:10,M02,-0.147403173,0.26810852,0.018722669,-0.159605509,42,58,49,43
329,LUNG001_1HAE_24H:BRD-K88551539:10,A24,-0.528402796,-0.252426321,-0.203260086,0.035084116,38,47,39,47
329,LUNG001_1HAE_24H:BRD-K88551539:10,F02,-0.48290848,0.212812582,-0.141186045,-0.212978793,38,53,49,46
329,LUNG001_1HAE_24H:BRD-K88551539:10,F24,-0.185857828,0.04732922,-0.313647383,-0.127068682,43,50,40,43
329,LUNG001_1HAE_24H:BRD-K88551539:10,E24,-0.265419526,-0.017668583,-0.393267955,-0.129580258,45,47,39,45
330,LUNG001_1HAE_24H:BRD-K27737647:10,L02,0.160274734,0.218728588,0.064628071,0.137308001,59,57,48,53
330,LUNG001_1HAE_24H:BRD-K27737647:10,C24,-0.091063535,0.139783383,-0.008366562,0.089048753,49,59,47,49
330,LUNG001_1HAE_24H:BRD-K27737647:10,G02,-0.372985844,0.092878455,0.005671959,0.256125728,40,48,48,57
330,LUNG001_1HAE_24H:BRD-K27737647:10,D24,0.216644108,-0.19823053,-0.077641911,0.158503809,55,37,42,53
330,LUNG001_1HAE_24H:BRD-K27737647:10,N02,-0.025083436,0.183782051,-0.015471336,0.205403669,53,54,49,51
330,LUNG001_1HAE_24H:BRD-K27737647:10,D02,-0.08275684,0.145839242,-0.001621813,0.11701922,52,46,48,54
330,LUNG001_1HAE_24H:BRD-K27737647:10,C02,-0.013097032,0.180890214,0.005930696,0.163615687,51,53,51,55
330,LUNG001_1HAE_24H:BRD-K27737647:10,O02,0.130173736,-0.100835254,0.094406233,0.187756949,56,46,49,53
330,LUNG001_1HAE_24H:BRD-K27737647:10,H02,-0.440668492,0.039558521,-0.279918973,-0.059759458,38,51,44,50
330,LUNG001_1HAE_24H:BRD-K27737647:10,M24,0.357378754,0.291293388,0.1209408,0.342740566,60,56,52,54
330,LUNG001_1HAE_24H:BRD-K27737647:10,I02,-0.296676498,-0.017744929,-0.133508192,0.027347716,46,47,52,50
330,LUNG001_1HAE_24H:BRD-K27737647:10,J02,-0.078202445,0.249436606,-0.229043858,0.140145448,54,56,48,52
330,LUNG001_1HAE_24H:BRD-K27737647:10,H24,-0.006750311,-0.058960496,-0.104931583,-0.279596529,47,46,47,47
330,LUNG001_1HAE_24H:BRD-K27737647:10,I24,-0.12954134,0.057274127,-0.265454009,-0.057360763,47,44,43,46
330,LUNG001_1HAE_24H:BRD-K27737647:10,K24,0.126433863,0.125789918,-0.051883481,0.250105982,52,50,50,55
330,LUNG001_1HAE_24H:BRD-K27737647:10,J24,0.059823835,0.09123399,0.0061344,0.330362181,53,51,44,52
330,LUNG001_1HAE_24H:BRD-K27737647:10,G24,0.409661643,0.030431711,0.100691799,0.481801506,63,50,49,58
330,LUNG001_1HAE_24H:BRD-K27737647:10,L24,0.132857472,0.083526211,-0.105707453,0.132554738,52,49,43,47
330,LUNG001_1HAE_24H:BRD-K27737647:10,N24,0.28686965,0.195305405,-0.011920538,0.278628827,57,55,47,59
330,LUNG001_1HAE_24H:BRD-K27737647:10,E02,-0.580076568,-0.093957753,-0.179170717,0.001388536,33,44,40,48
330,LUNG001_1HAE_24H:BRD-K27737647:10,B24,-0.026024525,0.201220024,-0.024244366,0.151039625,49,53,50,55
330,LUNG001_1HAE_24H:BRD-K27737647:10,P02,-0.021536483,-0.04351397,0.084537067,0.297985758,47,41,54,54
330,LUNG001_1HAE_24H:BRD-K27737647:10,K02,-0.302075965,-0.170601554,-0.142540994,-0.080433416,38,50,42,47
330,LUNG001_1HAE_24H:BRD-K27737647:10,O24,-0.210754319,-0.198499456,-0.44564746,0.145016686,44,46,36,53
330,LUNG001_1HAE_24H:BRD-K27737647:10,M02,-0.046192126,0.068544634,-0.000722007,-0.016550026,46,54,50,39
330,LUNG001_1HAE_24H:BRD-K27737647:10,A24,-0.305142226,-0.614739222,-0.096329952,0.210587243,40,40,52,53
330,LUNG001_1HAE_24H:BRD-K27737647:10,F02,-0.267491187,-0.03834205,-0.00580383,0.125229548,40,52,47,51
330,LUNG001_1HAE_24H:BRD-K27737647:10,F24,-0.00277633,-0.076423954,-0.091622094,0.107931195,49,46,49,52
330,LUNG001_1HAE_24H:BRD-K27737647:10,E24,-0.126008228,-0.097550349,-0.206459763,0.144501256,49,42,42,54
331,LUNG001_1HAE_24H:BRD-K32836707:10,L02,0.196293661,0.315701011,-0.205304858,0.111585054,56,62,36,52
331,LUNG001_1HAE_24H:BRD-K32836707:10,C24,-0.133383621,0.353519339,-0.262218161,-0.069776144,47,64,43,51
331,LUNG001_1HAE_24H:BRD-K32836707:10,G02,-0.289699044,0.150876613,-0.219455303,0.137612038,37,54,45,57
331,LUNG001_1HAE_24H:BRD-K32836707:10,D24,0.202972638,-0.058550204,-0.157264206,0.145914614,58,47,43,58
331,LUNG001_1HAE_24H:BRD-K32836707:10,N02,0.013373197,0.335507651,-0.212517412,0.048268979,49,51,46,51
331,LUNG001_1HAE_24H:BRD-K32836707:10,D02,-0.090168535,0.126756821,-0.193955695,0.051356811,46,63,40,51
331,LUNG001_1HAE_24H:BRD-K32836707:10,C02,0.005469491,0.371443376,-0.129859776,-0.084135994,51,63,47,58
331,LUNG001_1HAE_24H:BRD-K32836707:10,O02,0.142112793,0.002731956,-0.057954324,0.156942749,47,56,48,54
331,LUNG001_1HAE_24H:BRD-K32836707:10,H02,-0.375065258,-0.078557472,-0.309486767,0.042926572,34,51,41,51
331,LUNG001_1HAE_24H:BRD-K32836707:10,M24,0.360132719,0.323323719,-0.101179213,0.174026919,59,54,49,55
331,LUNG001_1HAE_24H:BRD-K32836707:10,I02,-0.236154952,0.067143857,-0.354020643,-0.146527283,43,60,44,51
331,LUNG001_1HAE_24H:BRD-K32836707:10,J02,0.087199865,0.335391663,-0.212053344,0.01399546,49,61,44,52
331,LUNG001_1HAE_24H:BRD-K32836707:10,H24,-0.086339332,0.037245782,-0.223029498,-0.160020294,49,55,49,50
331,LUNG001_1HAE_24H:BRD-K32836707:10,I24,-0.129220279,0.069126189,-0.409969856,-0.126110953,40,58,44,47
331,LUNG001_1HAE_24H:BRD-K32836707:10,K24,0.169103918,0.192212258,-0.439284827,0.024021087,51,54,42,50
331,LUNG001_1HAE_24H:BRD-K32836707:10,J24,0.061607837,0.232754986,-0.26944194,0.198044813,52,57,43,58
331,LUNG001_1HAE_24H:BRD-K32836707:10,G24,0.318832893,0.151446382,-0.085895088,0.255573597,58,57,45,57
331,LUNG001_1HAE_24H:BRD-K32836707:10,L24,0.096686476,-0.020365843,-0.157067115,-0.011989422,54,54,42,50
331,LUNG001_1HAE_24H:BRD-K32836707:10,N24,0.229783827,0.328326151,-0.191278636,0.35913164,50,60,41,60
331,LUNG001_1HAE_24H:BRD-K32836707:10,E02,-0.459056549,-0.074208825,-0.256886207,-0.18054151,39,48,35,44
331,LUNG001_1HAE_24H:BRD-K32836707:10,B24,-0.111556779,0.308024228,-0.231283931,0.095955684,45,61,42,55
331,LUNG001_1HAE_24H:BRD-K32836707:10,P02,0.053783321,0.047355906,-0.107273027,0.183140566,49,54,48,53
331,LUNG001_1HAE_24H:BRD-K32836707:10,K02,-0.343316387,-0.022879025,-0.2780557,-0.078801934,43,52,45,47
331,LUNG001_1HAE_24H:BRD-K32836707:10,O24,-0.213890354,0.01556915,-0.558640297,0.030142842,41,45,36,49
331,LUNG001_1HAE_24H:BRD-K32836707:10,M02,0.049992941,0.207853023,-0.08524288,-0.051347867,44,62,45,45
331,LUNG001_1HAE_24H:BRD-K32836707:10,A24,-0.149646884,-0.371904618,-0.3573578,0.099908599,46,39,41,54
331,LUNG001_1HAE_24H:BRD-K32836707:10,F02,-0.155582095,0.164916363,-0.027353208,0.012798556,42,58,44,47
331,LUNG001_1HAE_24H:BRD-K32836707:10,F24,-0.048382752,0.050483998,-0.197666377,0.041221001,44,55,38,54
331,LUNG001_1HAE_24H:BRD-K32836707:10,E24,-0.015776139,-0.093547534,-0.401483139,0.041401675,47,51,38,54
332,LUNG001_1HAE_24H:BRD-K61341215:10,L02,0.294192713,0.253514733,-0.203692082,0.163686027,57,54,44,57
332,LUNG001_1HAE_24H:BRD-K61341215:10,C24,0.070754587,0.122662357,-0.032320804,0.046966153,49,54,41,57
332,LUNG001_1HAE_24H:BRD-K61341215:10,G02,-0.147873155,0.087028797,0.021741085,0.344445612,46,47,45,60
332,LUNG001_1HAE_24H:BRD-K61341215:10,D24,0.345218599,-0.149254542,-0.164549289,0.177654493,62,42,49,58
332,LUNG001_1HAE_24H:BRD-K61341215:10,N02,0.154542064,0.218310113,-0.124918575,0.185825913,51,59,49,49
332,LUNG001_1HAE_24H:BRD-K61341215:10,D02,0.11972028,0.017747683,-0.182057737,0.035925027,48,48,49,57
332,LUNG001_1HAE_24H:BRD-K61341215:10,C02,0.161844158,0.279513479,-0.024370181,0.247403606,57,50,46,56
332,LUNG001_1HAE_24H:BRD-K61341215:10,O02,0.217806183,-0.08678412,0.108129165,0.20182002,59,52,50,57
332,LUNG001_1HAE_24H:BRD-K61341215:10,H02,-0.143127429,0.011170176,-0.20796877,0.103149996,44,47,43,58
332,LUNG001_1HAE_24H:BRD-K61341215:10,M24,0.474558604,0.217625881,0.020640854,0.201102506,64,61,51,61
332,LUNG001_1HAE_24H:BRD-K61341215:10,I02,-0.008403852,0.096522673,-0.17179102,0.041345942,54,53,43,51
332,LUNG001_1HAE_24H:BRD-K61341215:10,J02,0.099413616,0.425701361,-0.244147085,0.051747764,56,59,42,53
332,LUNG001_1HAE_24H:BRD-K61341215:10,H24,0.096880834,-0.050412304,-0.234356405,-0.027003515,59,50,45,50
332,LUNG001_1HAE_24H:BRD-K61341215:10,I24,0.081920542,0.047654441,-0.255162444,0.017105167,55,55,43,53
332,LUNG001_1HAE_24H:BRD-K61341215:10,K24,0.262784599,0.043903876,-0.135520237,0.274602389,62,53,48,56
332,LUNG001_1HAE_24H:BRD-K61341215:10,J24,0.166699794,0.127991221,-0.071375999,0.223544613,60,60,45,59
332,LUNG001_1HAE_24H:BRD-K61341215:10,G24,0.49383543,0.162440324,0.069781022,0.308496645,61,53,49,58
332,LUNG001_1HAE_24H:BRD-K61341215:10,L24,0.199778878,-0.017235934,-0.171458261,0.022701766,57,56,41,57
332,LUNG001_1HAE_24H:BRD-K61341215:10,N24,0.397300533,0.344363741,-0.135186276,0.387146759,62,54,47,58
332,LUNG001_1HAE_24H:BRD-K61341215:10,E02,-0.345420833,-0.057293291,-0.23028969,0.082469202,42,48,46,55
332,LUNG001_1HAE_24H:BRD-K61341215:10,B24,0.109139619,0.230699723,-0.114000061,0.106220515,54,59,47,56
332,LUNG001_1HAE_24H:BRD-K61341215:10,P02,0.181576835,-0.080513006,-0.016002105,0.283670944,57,47,49,61
332,LUNG001_1HAE_24H:BRD-K61341215:10,K02,-0.144872566,-0.010819832,-0.190811531,0.008985146,47,48,44,53
332,LUNG001_1HAE_24H:BRD-K61341215:10,O24,-0.057400905,-0.095625446,-0.509658091,0.261922139,48,46,41,56
332,LUNG001_1HAE_24H:BRD-K61341215:10,M02,0.188829818,0.157780256,0.08305782,0.015434319,54,58,46,52
332,LUNG001_1HAE_24H:BRD-K61341215:10,A24,-0.144060287,-0.285911247,-0.249878352,0.393155721,50,45,42,56
332,LUNG001_1HAE_24H:BRD-K61341215:10,F02,-0.17805158,0.039957161,-0.050318415,0.095547615,49,49,48,53
332,LUNG001_1HAE_24H:BRD-K61341215:10,F24,0.082047661,0.057101513,-0.168991387,0.171507487,56,50,41,56
332,LUNG001_1HAE_24H:BRD-K61341215:10,E24,0.155616048,-0.133623244,-0.370658181,0.248594815,54,41,37,55
333,LUNG001_1HAE_24H:BRD-K71035033:10,L02,0.112382668,0.440967505,-0.029099932,-0.295356171,57,66,47,45
333,LUNG001_1HAE_24H:BRD-K71035033:10,C24,-0.184432709,0.332938612,-0.067924984,-0.283139221,52,66,45,39
333,LUNG001_1HAE_24H:BRD-K71035033:10,G02,-0.274992987,0.332255379,-0.101501482,-0.172966355,41,52,44,43
333,LUNG001_1HAE_24H:BRD-K71035033:10,D24,0.134955632,0.042246546,-0.122829047,-0.194570349,54,50,45,46
333,LUNG001_1HAE_24H:BRD-K71035033:10,N02,-0.143875844,0.3664282,-0.107753922,-0.262488059,47,61,49,43
333,LUNG001_1HAE_24H:BRD-K71035033:10,D02,-0.121534843,0.374276523,-0.216389938,-0.281096425,37,56,42,39
333,LUNG001_1HAE_24H:BRD-K71035033:10,C02,-0.152593837,0.501167944,0.009406292,-0.27856857,47,61,48,46
333,LUNG001_1HAE_24H:BRD-K71035033:10,O02,-0.028466917,0.20124894,0.07282746,-0.314114852,55,58,51,42
333,LUNG001_1HAE_24H:BRD-K71035033:10,H02,-0.473221438,0.21759279,-0.237034643,-0.355066623,37,53,43,38
333,LUNG001_1HAE_24H:BRD-K71035033:10,M24,0.340450274,0.597429465,0.026421765,-0.152466911,62,59,52,47
333,LUNG001_1HAE_24H:BRD-K71035033:10,I02,-0.296465117,0.377836466,-0.348344282,-0.455327072,46,60,50,39
333,LUNG001_1HAE_24H:BRD-K71035033:10,J02,-0.109351788,0.495229521,-0.221673054,-0.399925965,44,64,43,40
333,LUNG001_1HAE_24H:BRD-K71035033:10,H24,-0.082807761,0.181148907,-0.127388568,-0.601291143,42,54,46,36
333,LUNG001_1HAE_24H:BRD-K71035033:10,I24,-0.14786522,0.265328534,-0.404756281,-0.525883962,50,56,43,38
333,LUNG001_1HAE_24H:BRD-K71035033:10,K24,0.060493557,0.407577494,-0.115718123,-0.353193642,52,56,43,47
333,LUNG001_1HAE_24H:BRD-K71035033:10,J24,-0.0590365,0.431598329,-0.144001344,-0.159631204,50,64,39,43
333,LUNG001_1HAE_24H:BRD-K71035033:10,G24,0.222542038,0.35988857,0.007459909,-0.073705992,61,61,48,41
333,LUNG001_1HAE_24H:BRD-K71035033:10,L24,0.106764097,0.257012991,-0.24962768,-0.359648829,53,56,39,37
333,LUNG001_1HAE_24H:BRD-K71035033:10,N24,0.19116357,0.520897494,-0.047225936,0.023916675,57,63,41,49
333,LUNG001_1HAE_24H:BRD-K71035033:10,E02,-0.542760495,0.0436102,-0.166817299,-0.414295681,32,54,43,33
333,LUNG001_1HAE_24H:BRD-K71035033:10,B24,-0.18827519,0.556577883,-0.094084117,-0.273735005,53,68,45,44
333,LUNG001_1HAE_24H:BRD-K71035033:10,P02,-0.052092042,0.176169577,-0.000915708,-0.130056391,47,52,52,44
333,LUNG001_1HAE_24H:BRD-K71035033:10,K02,-0.412927704,0.203296755,-0.18553796,-0.577951859,40,55,45,37
333,LUNG001_1HAE_24H:BRD-K71035033:10,O24,-0.289588785,0.11389119,-0.417839131,-0.350041437,43,55,38,43
333,LUNG001_1HAE_24H:BRD-K71035033:10,M02,0.064533902,0.435000443,-0.081144299,-0.378499036,46,63,47,42
333,LUNG001_1HAE_24H:BRD-K71035033:10,A24,-0.277561385,-0.140709451,-0.146564927,-0.12195984,41,48,41,48
333,LUNG001_1HAE_24H:BRD-K71035033:10,F02,-0.247270398,0.297999882,-0.075936218,-0.36319292,41,60,45,42
333,LUNG001_1HAE_24H:BRD-K71035033:10,F24,-0.077399914,0.187969326,-0.173942628,-0.332877307,46,62,42,44
333,LUNG001_1HAE_24H:BRD-K71035033:10,E24,-0.112138585,0.058353014,-0.316702685,-0.287391401,50,51,40,39
335,LUNG001_1HAE_24H:BRD-K35687265:10,L02,0.472649421,0.465220511,-0.052589265,0.117549893,55,59,48,50
335,LUNG001_1HAE_24H:BRD-K35687265:10,C24,-0.003545107,0.1618987,-0.048380548,-0.072826992,52,61,48,51
335,LUNG001_1HAE_24H:BRD-K35687265:10,G02,-0.200672952,0.142571888,0.066720193,0.350433947,49,51,52,53
335,LUNG001_1HAE_24H:BRD-K35687265:10,D24,0.427718203,-0.093728235,-0.058400436,0.216485694,62,42,53,54
335,LUNG001_1HAE_24H:BRD-K35687265:10,N02,0.089367809,0.649458732,-0.036237027,0.156060132,55,57,49,57
335,LUNG001_1HAE_24H:BRD-K35687265:10,D02,0.148830684,0.11017142,-0.084860907,0.147700143,50,53,44,51
335,LUNG001_1HAE_24H:BRD-K35687265:10,C02,0.139496991,0.412568449,0.115598686,0.137571686,50,59,50,47
335,LUNG001_1HAE_24H:BRD-K35687265:10,O02,0.266826345,-0.260088521,0.068293104,0.154351301,54,47,55,49
335,LUNG001_1HAE_24H:BRD-K35687265:10,H02,-0.225643147,-0.011834874,-0.145545352,0.103295832,40,49,42,46
335,LUNG001_1HAE_24H:BRD-K35687265:10,M24,0.396739712,0.476093465,0.096650713,0.205491035,57,53,55,51
335,LUNG001_1HAE_24H:BRD-K35687265:10,I02,0.008583151,0.234977699,-0.112238733,0.040616767,48,51,45,47
335,LUNG001_1HAE_24H:BRD-K35687265:10,J02,0.195537719,0.523373089,-0.121983295,0.100444603,56,62,48,53
335,LUNG001_1HAE_24H:BRD-K35687265:10,H24,0.078605094,-0.037650157,-0.113597856,-0.209234229,50,49,47,50
335,LUNG001_1HAE_24H:BRD-K35687265:10,I24,0.057276446,0.126284031,-0.168260368,-0.028088657,52,52,48,45
335,LUNG001_1HAE_24H:BRD-K35687265:10,K24,0.263376371,0.170434673,-0.145156888,0.19030689,53,51,50,58
335,LUNG001_1HAE_24H:BRD-K35687265:10,J24,0.229134301,0.416196106,-0.10448546,0.248310199,57,55,50,51
335,LUNG001_1HAE_24H:BRD-K35687265:10,G24,0.485988881,0.225523942,0.107404418,0.277793948,61,49,57,51
335,LUNG001_1HAE_24H:BRD-K35687265:10,L24,0.335769991,0.155493759,-0.14182109,0.118304444,53,49,47,48
335,LUNG001_1HAE_24H:BRD-K35687265:10,N24,0.415455488,0.52540455,-0.004797893,0.381978046,58,58,53,58
335,LUNG001_1HAE_24H:BRD-K35687265:10,E02,-0.549646906,-0.03570686,-0.177691138,0.007946593,44,47,45,48
335,LUNG001_1HAE_24H:BRD-K35687265:10,B24,0.137631402,0.368349884,0.090762789,0.121988939,53,55,48,52
335,LUNG001_1HAE_24H:BRD-K35687265:10,P02,0.274928896,0.057464959,0.034642393,0.270425711,57,47,55,56
335,LUNG001_1HAE_24H:BRD-K35687265:10,K02,-0.082313223,0.178229243,-0.155741945,-0.094795996,41,54,47,46
335,LUNG001_1HAE_24H:BRD-K35687265:10,O24,-0.102408132,0.028016702,-0.359377291,0.08234956,48,52,45,52
335,LUNG001_1HAE_24H:BRD-K35687265:10,M02,0.108968109,0.265937409,0.052260506,-0.011191491,51,54,48,49
335,LUNG001_1HAE_24H:BRD-K35687265:10,A24,-0.110198329,-0.079300383,-0.103496316,0.200084945,40,45,41,55
335,LUNG001_1HAE_24H:BRD-K35687265:10,F02,-0.171458627,0.149736124,0.019165377,0.075140712,49,46,50,48
335,LUNG001_1HAE_24H:BRD-K35687265:10,F24,0.09389004,0.032636841,-0.046525145,0.032716132,48,49,49,51
335,LUNG001_1HAE_24H:BRD-K35687265:10,E24,0.151832286,-0.098959643,-0.221892025,0.108839571,49,45,41,53
336,LUNG001_1HAE_24H:BRD-A93000692:10,L02,0.099224523,0.05416944,-0.049000169,0.002007518,54,46,47,52
336,LUNG001_1HAE_24H:BRD-A93000692:10,C24,-0.230078185,0.106900623,0.019182589,-0.189280523,46,52,50,45
336,LUNG001_1HAE_24H:BRD-A93000692:10,G02,-0.436352772,0.033940056,-0.016191678,0.020752576,38,45,46,51
336,LUNG001_1HAE_24H:BRD-A93000692:10,D24,0.048218271,-0.288036118,-0.032203248,0.016141814,51,39,47,47
336,LUNG001_1HAE_24H:BRD-A93000692:10,N02,-0.122690192,0.00566911,-0.074527151,0.022656459,50,53,47,52
336,LUNG001_1HAE_24H:BRD-A93000692:10,D02,-0.151740601,-0.080083456,-0.071172667,-0.073057299,44,45,45,47
336,LUNG001_1HAE_24H:BRD-A93000692:10,C02,-0.184093541,0.15753808,-0.025620686,-0.015830767,46,53,53,49
336,LUNG001_1HAE_24H:BRD-A93000692:10,O02,-0.154474383,-0.308478285,0.11111133,0.075425925,46,42,45,52
336,LUNG001_1HAE_24H:BRD-A93000692:10,H02,-0.403452059,-0.123363542,-0.192236111,-0.105897238,33,42,47,44
336,LUNG001_1HAE_24H:BRD-A93000692:10,M24,0.305213648,0.146517124,0.000146185,0.106902103,63,54,51,51
336,LUNG001_1HAE_24H:BRD-A93000692:10,I02,-0.375675326,-0.067304742,-0.106303115,-0.190368647,34,47,48,43
336,LUNG001_1HAE_24H:BRD-A93000692:10,J02,-0.202564857,0.130602223,-0.123786838,-0.112187662,44,54,41,48
336,LUNG001_1HAE_24H:BRD-A93000692:10,H24,-0.106454086,-0.212771584,-0.00447043,-0.120165204,42,46,47,52
336,LUNG001_1HAE_24H:BRD-A93000692:10,I24,-0.214330104,-0.242733451,-0.167964183,-0.220694113,44,48,40,41
336,LUNG001_1HAE_24H:BRD-A93000692:10,K24,-0.044319569,-0.078599599,-0.05261802,0.085543254,46,48,50,55
336,LUNG001_1HAE_24H:BRD-A93000692:10,J24,0.045299781,-0.026721281,-0.009239452,0.17685453,42,49,44,51
336,LUNG001_1HAE_24H:BRD-A93000692:10,G24,0.152676478,0.00054701,0.094186521,0.068968527,57,50,53,54
336,LUNG001_1HAE_24H:BRD-A93000692:10,L24,0.157205646,-0.202640012,-0.125590292,-0.032037612,45,41,47,48
336,LUNG001_1HAE_24H:BRD-A93000692:10,N24,0.096428236,0.148173832,-0.066276616,0.211049743,51,49,47,55
336,LUNG001_1HAE_24H:BRD-A93000692:10,E02,-0.632729679,-0.293463374,-0.09716085,-0.165066502,32,37,40,50
336,LUNG001_1HAE_24H:BRD-A93000692:10,B24,-0.091141236,0.077974207,-0.071351803,-0.060742474,46,53,46,52
336,LUNG001_1HAE_24H:BRD-A93000692:10,P02,-0.125216991,-0.092838316,0.059218479,0.138395781,50,46,56,55
336,LUNG001_1HAE_24H:BRD-A93000692:10,K02,-0.49218058,-0.18233105,-0.076865516,-0.204840522,35,46,44,41
336,LUNG001_1HAE_24H:BRD-A93000692:10,O24,-0.430996568,-0.331379214,-0.274900341,-0.073110471,35,38,37,45
336,LUNG001_1HAE_24H:BRD-A93000692:10,M02,-0.080081801,0.020905785,-0.037303758,-0.15180464,43,50,45,43
336,LUNG001_1HAE_24H:BRD-A93000692:10,A24,-0.373828596,-0.749873451,-0.149599384,0.058287783,35,41,47,53
336,LUNG001_1HAE_24H:BRD-A93000692:10,F02,-0.424493442,-0.096133057,-0.010005598,-0.155655593,44,56,46,48
336,LUNG001_1HAE_24H:BRD-A93000692:10,F24,-0.18247019,-0.178636123,-0.070059149,-0.03004039,45,37,40,53
336,LUNG001_1HAE_24H:BRD-A93000692:10,E24,-0.208945885,-0.411097245,-0.342608904,0.036658448,46,44,39,46
337,LUNG001_1HAE_24H:BRD-A52193669:10,L02,0.900628036,0.645403718,0.058825845,0.15916638,64,67,49,52
337,LUNG001_1HAE_24H:BRD-A52193669:10,C24,0.264708152,0.474713046,0.054656494,0.164902023,60,69,46,57
337,LUNG001_1HAE_24H:BRD-A52193669:10,G02,0.076147443,0.46578955,0.107743851,0.296303504,50,55,50,55
337,LUNG001_1HAE_24H:BRD-A52193669:10,D24,0.621775402,0.337964159,0.122546782,0.397010581,67,53,49,55
337,LUNG001_1HAE_24H:BRD-A52193669:10,N02,0.35479857,0.627319861,0.064030531,0.285217833,56,65,43,52
337,LUNG001_1HAE_24H:BRD-A52193669:10,D02,0.329516726,0.452116237,0.184069612,0.263112382,59,62,48,52
337,LUNG001_1HAE_24H:BRD-A52193669:10,C02,0.244426837,0.544315758,0.109720633,0.334479476,58,60,51,55
337,LUNG001_1HAE_24H:BRD-A52193669:10,O02,0.392088464,0.333543717,0.149814437,0.183222769,55,49,49,51
337,LUNG001_1HAE_24H:BRD-A52193669:10,H02,-0.096378762,0.254152716,-0.157562335,0.152012367,43,48,46,52
337,LUNG001_1HAE_24H:BRD-A52193669:10,M24,0.746679414,0.623198949,0.071652962,0.232750715,69,62,54,55
337,LUNG001_1HAE_24H:BRD-A52193669:10,I02,-0.006935007,0.431990082,-0.054791913,0.015401525,51,62,48,40
337,LUNG001_1HAE_24H:BRD-A52193669:10,J02,0.32526524,0.593187826,0.001244463,0.242611565,61,61,52,51
337,LUNG001_1HAE_24H:BRD-A52193669:10,H24,0.266763094,0.237506988,-0.238295785,-0.064495701,60,56,47,52
337,LUNG001_1HAE_24H:BRD-A52193669:10,I24,0.141651304,0.357385405,-0.235672785,0.101557255,54,62,45,50
337,LUNG001_1HAE_24H:BRD-A52193669:10,K24,0.63830577,0.478951812,-0.109436538,0.213225478,62,55,45,54
337,LUNG001_1HAE_24H:BRD-A52193669:10,J24,0.374997104,0.477224393,0.054787843,0.3925429,61,60,48,52
337,LUNG001_1HAE_24H:BRD-A52193669:10,G24,0.794755497,0.461989367,0.035236077,0.361646042,72,62,52,54
337,LUNG001_1HAE_24H:BRD-A52193669:10,L24,0.419047416,0.36139641,-0.152291878,0.141479205,57,54,45,53
337,LUNG001_1HAE_24H:BRD-A52193669:10,N24,0.600757899,0.762666365,0.014399598,0.576471999,60,61,46,63
337,LUNG001_1HAE_24H:BRD-A52193669:10,E02,-0.127038667,0.199180398,-0.003125826,0.185610333,46,54,47,49
337,LUNG001_1HAE_24H:BRD-A52193669:10,B24,0.378008247,0.570259916,-0.061938088,0.229096476,61,70,49,56
337,LUNG001_1HAE_24H:BRD-A52193669:10,P02,0.366847268,0.302108589,0.073191472,0.358671759,61,55,55,53
337,LUNG001_1HAE_24H:BRD-A52193669:10,K02,0.070304169,0.396296782,0.013306152,0.075163915,56,54,48,47
337,LUNG001_1HAE_24H:BRD-A52193669:10,O24,0.033109171,0.273247677,-0.247936889,0.140508999,50,58,46,55
337,LUNG001_1HAE_24H:BRD-A52193669:10,M02,0.374805569,0.516570871,0.188190198,0.169532313,58,65,48,45
337,LUNG001_1HAE_24H:BRD-A52193669:10,A24,0.05187827,-0.058330062,-0.127930037,0.267567025,50,48,48,53
337,LUNG001_1HAE_24H:BRD-A52193669:10,F02,0.044316232,0.424776178,-0.036659713,0.203386571,53,59,49,55
337,LUNG001_1HAE_24H:BRD-A52193669:10,F24,0.354286099,0.203484425,-0.034790478,0.210940173,55,57,46,56
337,LUNG001_1HAE_24H:BRD-A52193669:10,E24,0.259534049,0.146473386,-0.234905194,0.346109172,63,55,44,63
338,LUNG001_1HAE_24H:BRD-K62810658:10,L02,0.423767115,0.191998645,-0.082103642,0.292598678,64,62,50,59
338,LUNG001_1HAE_24H:BRD-K62810658:10,C24,0.116401814,0.21194073,0.008341396,0.120523138,56,54,54,49
338,LUNG001_1HAE_24H:BRD-K62810658:10,G02,-0.08192444,0.117114578,0.112378328,0.33225251,48,50,55,63
338,LUNG001_1HAE_24H:BRD-K62810658:10,D24,0.401833533,-0.067196719,0.215847881,0.254234571,67,38,49,62
338,LUNG001_1HAE_24H:BRD-K62810658:10,N02,0.18981558,0.176667396,0.071139512,0.135663813,62,56,49,57
338,LUNG001_1HAE_24H:BRD-K62810658:10,D02,0.177316352,0.095675707,0.044193247,0.178092365,56,51,51,60
338,LUNG001_1HAE_24H:BRD-K62810658:10,C02,0.269826625,0.291391176,0.169761292,0.251835032,61,57,59,56
338,LUNG001_1HAE_24H:BRD-K62810658:10,O02,0.264441129,-0.190540091,0.126118741,0.311068552,56,52,58,55
338,LUNG001_1HAE_24H:BRD-K62810658:10,H02,-0.192906005,-0.07822232,-0.205549557,0.13320934,43,39,40,56
338,LUNG001_1HAE_24H:BRD-K62810658:10,M24,0.65759205,0.250448158,0.091413244,0.325172764,69,53,53,55
